time,cumm_vehicles_left,cumm_vehicles_right,density_left,density_right,vehicles_left,vehicles_right
2.84,5,8,0.25241915876489185,0.10188586274861133,2,3
2.88,5,8,0.24620193810565805,0.08470704174879051,3,5
2.92,5,8,0.2491334097461012,0.08557307531505709,2,3
2.96,6,8,0.25337779167100827,0.08815624440064507,4,5
3.0,6,8,0.2555590288631864,0.09219524577435345,2,3
3.04,6,8,0.24628529748879857,0.0967344561906468,4,5
3.08,6,8,0.23834531624465982,0.1024383324374365,2,3
3.12,6,9,0.24284672293425025,0.10563369766469566,4,6
3.16,6,9,0.24058212635893161,0.11144209520396586,2,3
3.2,6,9,0.22702233336806643,0.1180493340500508,4,6
3.24,6,9,0.22564690354624706,0.12143881024905934,2,3
3.2800000000000002,6,9,0.22616789969087558,0.11608582691273961,4,6
3.3200000000000003,6,9,0.2159633218714182,0.10004927432359789,2,3
3.36,6,9,0.21890868674238473,0.08914919667920918,4,6
3.4,6,9,0.2153798061894342,0.09312847160007165,2,3
3.44,6,9,0.21669966308915978,0.09810069879949834,4,6
3.48,6,9,0.22943975547914275,0.1056038344382727,2,3
3.52,6,9,0.2413115209614115,0.1123454578032611,4,6
3.56,6,9,0.24784133930742247,0.12499253419339429,2,3
3.6,6,9,0.24149213295821614,0.12941975751060142,4,6
3.64,6,9,0.25196762877288037,0.1414919667920922,2,3
3.68,6,9,0.25737209544649364,0.15210087797885685,4,6
3.72,6,9,0.2457365148831232,0.16848085767186283,2,3
3.7600000000000002,6,9,0.24531277135215868,0.18596577674251924,4,6
3.8000000000000003,6,9,0.2434510784620194,0.2014050648032013,2,3
3.84,6,10,0.25562154840054185,0.22071164068565963,4,7
3.88,6,10,0.25043242680004163,0.24835752254673593,2,3
3.92,6,10,0.248654093293043,0.26444633578211785,4,7
3.96,6,10,0.2418533569518252,0.2896210356566924,2,3
4.0,6,10,0.2370879788822896,0.27461476437914356,4,7
4.04,7,10,0.22893959918029938,0.22824463955085705,3,3
4.08,7,10,0.228099058733632,0.19344651496147647,4,7
4.12,7,10,0.2207634330172623,0.17160156483306455,3,3
4.16,7,10,0.22252787329373758,0.15525144836648153,4,7
4.2,7,10,0.23006495085269707,0.1588648987636624,3,3
4.24,7,10,0.22702927998332811,0.16936182285134083,4,7
4.28,7,10,0.22179847869125768,0.18603296900197097,3,3
4.32,7,10,0.23025945608002496,0.2052424893985546,4,7
4.36,8,12,0.23596262720989203,0.22529564594158757,4,5
4.4,8,12,0.2319961098954535,0.24790957415039117,4,7
4.44,8,12,0.22982876593379875,0.22129397360090786,4,5
4.48,8,12,0.221013511166684,0.1982320969957594,4,7
4.5200000000000005,8,12,0.21369872529609946,0.12409663740070476,4,5
4.5600000000000005,8,12,0.2076134903268383,0.08340052559278499,4,7
4.6000000000000005,8,12,0.20330658886457575,0.07517320671325334,4,5
4.64,8,12,0.1952763016220347,0.07671862868064261,4,7
4.68,8,12,0.1833281233718871,0.08043660037030398,4,5
4.72,9,12,0.1781251085408635,0.08471450755539633,5,7
4.76,9,12,0.17291514709457811,0.09065728961356989,4,5
4.8,9,12,0.17036573929352927,0.09513677357701722,5,7
4.84,9,12,0.1781181619256017,0.1054993131457923,4,5
4.88,9,13,0.1808968080302873,0.11608582691273961,5,8
