time,cumm_vehicles_left,cumm_vehicles_right,density_left,density_right,vehicles_left,vehicles_right
157.84,293,390,0.13888367892744258,0.12600041808516993,134,202
157.88,293,390,0.13168003890104552,0.13093531625156785,159,188
157.92000000000002,293,390,0.12569205654544824,0.1501075076151227,134,202
157.96,293,390,0.144114480219513,0.16413575822731885,159,188
158.0,293,390,0.15225591330624155,0.14127545840052558,134,202
158.04,293,390,0.1623771317425584,0.11284566684584607,159,188
158.08,294,390,0.1695668785384321,0.12081168249417662,135,202
158.12,294,390,0.15554166232503208,0.13092785044496202,159,188
158.16,294,390,0.1668021256642701,0.1417532700232933,135,202
158.20000000000002,294,390,0.17338057031711296,0.15583378128172964,159,188
158.24,294,390,0.17586051196554475,0.16577823568058292,135,202
158.28,294,392,0.1965822652912368,0.1826733560293854,159,190
158.32,294,392,0.18612760932235772,0.20184554739294036,135,202
158.36,294,392,0.17420027091799517,0.16631577375619666,159,190
158.4,294,392,0.1666076204369421,0.14614316430747176,135,202
158.44,294,392,0.15738946198464798,0.12934509944454398,159,190
158.48,294,392,0.1473238164704248,0.12466403870274145,135,202
158.52,294,392,0.14525372512243406,0.1213193573433674,159,190
158.56,294,392,0.14821298322392418,0.12609747357104462,135,202
158.6,294,392,0.15215171407731587,0.13377232276175122,159,190
158.64000000000001,294,392,0.1522767531520267,0.1418577913157738,135,202
158.68,294,392,0.14348233823069712,0.1587081168249418,159,190
158.72,294,392,0.13155499982633467,0.135011646658305,135,202
158.76,294,392,0.12453891841200371,0.12196141671146155,159,190
158.8,294,392,0.1201694974123858,0.09827241235143047,135,202
158.84,295,392,0.11752978361293465,0.10552171056560955,160,190
158.88,295,392,0.13729985064777184,0.11417458042166873,135,202
158.92000000000002,295,393,0.1488798582890487,0.12165531864062595,160,191
158.96,295,393,0.14950505366260292,0.13383204921459713,135,202
159.0,295,393,0.1567434267653086,0.15078689601624562,160,191
159.04,295,393,0.1497065055051926,0.16305321626948577,135,202
159.08,295,393,0.14055781320551564,0.16471809114256708,160,191
159.12,296,393,0.13607029974644858,0.14721824045869913,136,202
159.16,296,393,0.12796359973602867,0.13198799498297797,160,191
159.20000000000002,296,393,0.12418464103365634,0.13980469449919364,136,202
159.24,296,393,0.11766871591816885,0.14478438750522604,160,191
159.28,296,393,0.13604945990066342,0.16111957235859764,136,202
159.32,296,393,0.1545135632662985,0.16989189512034886,160,191
159.36,296,393,0.17017818068146295,0.18545810189332856,136,202
159.4,296,393,0.17897954221805423,0.20566804037508213,160,191
159.44,296,393,0.17390156646174149,0.1949695395090486,136,202
159.48,296,393,0.1962905074502449,0.1832034282983933,160,191
159.52,297,393,0.20743982494529545,0.1602162097593024,137,202
159.56,297,394,0.2164426383244764,0.15899928328256585,160,192
159.6,297,395,0.21137855579868714,0.17990354177865375,137,203
159.64000000000001,297,395,0.20271612656733007,0.1576181090605029,160,192
159.68,297,395,0.19246292244104057,0.1222525831690856,137,203
159.72,297,395,0.1935188079608211,0.10825419578331241,160,192
159.76,297,395,0.18601646347817025,0.1051334886221107,137,203
159.8,298,395,0.17536035566670138,0.08001851520038228,161,192
159.84,298,395,0.1696710777673579,0.06213044257301559,137,203
159.88,298,395,0.18383522628599214,0.0630711342053395,161,192
159.92000000000002,298,395,0.1964850126775729,0.0647808039180553,137,203
159.96,298,395,0.20851655031086103,0.06854357044735115,161,192
160.0,298,395,0.22447987218227916,0.07221674729737804,137,203
160.04,298,395,0.2155256851099302,0.07679328674670016,161,192
160.08,298,395,0.19833975895245037,0.08165352684704053,137,203
160.12,298,395,0.1880796082108992,0.08643910888132356,161,192
160.16,298,395,0.1779236566982738,0.09004509347189871,137,203
160.20000000000002,298,395,0.1748671459831197,0.09466642776085532,161,192
160.24,298,395,0.20719669341113545,0.09854118138923729,137,203
160.28,299,395,0.21321246222777956,0.1065370602639909,162,192
160.32,299,395,0.24100586988989614,0.11401033267634231,137,203
160.36,300,395,0.25216908061547016,0.12317834318819809,163,192
160.4,300,395,0.25804591712687996,0.13343636146449267,137,203
160.44,300,395,0.26441596332187145,0.14506062234963868,163,192
160.48,300,395,0.25805981035740333,0.15471391029086778,137,203
160.52,300,395,0.24861241360147268,0.16133608075016426,163,192
160.56,301,395,0.23882463269771803,0.17438631069700772,138,203
160.6,301,395,0.22388940988503347,0.19353610464074533,163,192
160.64000000000001,301,395,0.2125594803931784,0.1737069222958848,138,203
160.68,301,395,0.19613768191448722,0.15258615540823028,163,192
160.72,301,396,0.18707234899795078,0.14668816818969121,138,204
160.76,301,396,0.17844465284290234,0.15349698381413124,163,192
160.8,301,396,0.17601333750130244,0.1727139700173207,138,204
160.84,301,397,0.16910840193115906,0.18509974317625277,163,193
160.88,301,397,0.1591816887221701,0.17809681658006327,138,204
160.92000000000002,302,397,0.15231843284359692,0.13782625574867113,164,193
160.96,302,397,0.14842832829703723,0.07176133309442756,138,204
161.0,302,397,0.1435865374596228,0.07203010213223437,164,193
161.04,302,397,0.1523740057656907,0.07312010989667328,138,204
161.08,302,397,0.16227293251363273,0.0746879292838798,164,193
161.12,302,397,0.1739918724601438,0.07503135638774416,138,204
161.16,302,397,0.16917092146851442,0.07685301319954607,164,193
161.20000000000002,303,397,0.15973741794310725,0.07888371259630889,139,204
161.24,303,397,0.1766176930290716,0.08014543391267992,164,193
161.28,303,397,0.17998680143100276,0.08150421071492564,139,204
161.32,304,397,0.18689868361640793,0.08488622110732846,165,193
161.36,304,397,0.22452155187384948,0.08981365346712056,139,204
161.4,304,397,0.22816852488624917,0.09426327420414504,165,193
161.44,304,397,0.2170817269285541,0.09919070656393714,139,204
161.48,304,398,0.2172276058490501,0.1053425312070716,165,194
161.52,304,398,0.21069778750303914,0.11041927969897869,139,204
161.56,304,398,0.2012503907471085,0.11798960759720478,165,194
161.6,304,398,0.188183807439825,0.12122230185749272,139,204
161.64000000000001,304,398,0.18057031711298666,0.11808666308307947,165,194
161.68,304,398,0.1698586363794241,0.09736158394552952,139,204
161.72,304,398,0.15784099197665935,0.07921967389356743,165,194
161.76,304,398,0.1528116425271786,0.08152660813474288,139,204
161.8,304,398,0.14838664860546702,0.0823702442811921,165,194
161.84,304,398,0.15559723524712588,0.0848563578809054,139,204
161.88,304,398,0.18553714702511204,0.08862659021680708,165,194
161.92000000000002,304,398,0.21419193497968114,0.0922251090007764,139,204
161.96,304,398,0.2316070994407975,0.09802604073344079,165,194
162.0,304,399,0.23421208016394013,0.10397628859822017,139,205
162.04,304,399,0.26081067000104197,0.11601863465328799,165,194
162.08,305,399,0.26422145809454345,0.12885235620856472,140,205
162.12,305,399,0.2499114306554131,0.13803529833363193,165,194
162.16,305,399,0.2531277135215866,0.13320492145971452,140,205
162.20000000000002,305,399,0.23555972352471255,0.12127456250373292,165,194
162.24,306,399,0.22174985238442568,0.11314429911007584,141,205
162.28,306,399,0.21351811329929493,0.12061010571582154,165,194
162.32,307,399,0.2060505018929527,0.12760556650540522,142,205
162.36,307,399,0.19658921190649858,0.1364674789464254,165,194
162.4,307,399,0.18447431489006982,0.1459565191423281,142,205
162.44,307,399,0.17911152790802687,0.1547213760974736,165,194
162.48,307,399,0.1701087145288458,0.16697276473750222,142,205
162.52,307,400,0.1639331735611823,0.18214328376037747,165,195
162.56,307,401,0.15852176027230735,0.19487994982977963,142,206
162.6,307,401,0.1611197943801883,0.19057964522487014,165,195
162.64000000000001,307,401,0.1779236566982738,0.1657707698739772,142,206
162.68,307,401,0.18946893126324194,0.1265006271277549,165,195
162.72,307,402,0.20495988329686365,0.10092277369647018,142,207
162.76,307,402,0.23148900698134833,0.10973989129785577,165,195
162.8,307,402,0.21823486506199852,0.11619781401182583,142,207
162.84,307,402,0.2060991281997847,0.12011736247984228,165,195
162.88,308,402,0.21408078913549378,0.11741474048856237,143,207
162.92000000000002,308,402,0.21972838734326694,0.09073194767962733,165,195
162.96,309,402,0.21653294432287873,0.07121632921220811,144,207
163.0,310,402,0.224313153415998,0.07568834736904972,166,195
163.04,310,402,0.21101733180507798,0.08039927133727531,144,207
163.08,310,402,0.19995137369316796,0.08254942363973006,166,195
163.12,310,402,0.1854121079504012,0.08581198112644095,144,207
163.16,310,402,0.17560348720086139,0.08825329988651975,166,195
163.20000000000002,310,402,0.16579486645132158,0.09194887415636388,144,207
163.24,310,402,0.1571880101420583,0.09579376455832289,166,195
163.28,310,402,0.15249904484040155,0.10768679448127572,144,207
163.32,310,402,0.14763641415720186,0.1132264229827391,166,195
163.36,310,403,0.1401340696745511,0.12197634832467297,144,208
163.4,310,403,0.13378486332534467,0.13274950725676404,166,195
163.44,310,403,0.12535167239762424,0.14881592307232872,144,208
163.48,310,403,0.1467472474037026,0.13171922594517116,166,195
163.52,310,403,0.15905664964745925,0.1046183479663143,144,208
163.56,310,403,0.16286339481087841,0.08673774114555333,166,195
163.6,310,403,0.18967038310583173,0.09295675804813952,144,208
163.64000000000001,311,403,0.2182904379840922,0.09876515558740961,167,195
163.68,311,403,0.22756416935848012,0.10232634533835039,144,208
163.72,311,403,0.23902608454030772,0.11113599713313027,167,195
163.76,311,403,0.2476259942343093,0.12302156124947738,144,208
163.8,311,403,0.22487582925219685,0.13094278205817356,167,195
163.84,312,404,0.21410162898127882,0.14355252941527807,145,209
163.88,312,404,0.2012503907471085,0.1622991698023054,167,195
163.92000000000002,312,404,0.1901219130978431,0.1570059129188317,145,209
163.96,312,404,0.18551630717932688,0.12604521292480442,167,195
164.0,312,404,0.17313049216769127,0.10746282028310339,145,209
164.04,312,404,0.16784411795352716,0.10515588604192794,167,195
164.08,312,404,0.1650515786183182,0.10885892611837777,145,209
164.12,312,404,0.1779236566982738,0.11533924625216507,167,195
164.16,312,404,0.19336598242506342,0.12335005674013022,145,209
164.20000000000002,312,404,0.20093779306033133,0.13590754345099443,167,195
164.24,312,405,0.2105727484283283,0.15232485217702918,145,210
164.28,312,405,0.2074120384842485,0.16891387445499617,167,195
164.32,312,405,0.1960960022229169,0.1468300185152004,145,210
164.36,312,405,0.21487964989059083,0.11771337275279226,167,195
164.4,312,405,0.20994755305477408,0.10496177507017856,145,210
164.44,312,405,0.20247994164843175,0.1102177029206235,167,195
164.48,312,405,0.2066340175749366,0.11353998686018041,145,210
164.52,312,405,0.20131985689972565,0.12101325927253181,167,195
164.56,312,406,0.1929422388940989,0.12685152003822497,145,211
164.6,313,406,0.18829495328401236,0.13830406737143885,168,195
164.64000000000001,314,406,0.18100795387447466,0.14786029982679327,146,211
164.68,314,406,0.17269980202146507,0.1610523800991459,168,195
164.72,314,406,0.16206453405578136,0.15489308964940574,146,211
164.76,314,407,0.1726789621756799,0.14862927790718505,168,196
164.8,314,407,0.19594317668715922,0.16076867944812756,146,211
164.84,314,407,0.22787676704525717,0.15174998506838677,168,196
164.88,314,407,0.244673682748081,0.1340261601863465,146,211
164.92000000000002,314,407,0.24047098051474414,0.11219614167114611,168,196
164.96,315,407,0.227855927199472,0.11283820103924025,147,211
165.0,315,407,0.20926678475912608,0.1142119094546975,168,196
165.04,315,407,0.19770761696363448,0.12252135220689242,147,211
165.08,315,407,0.1848216456531555,0.13198799498297797,168,196
165.12,315,407,0.17640929457122012,0.13892372931971575,147,211
165.16,315,407,0.16842763363551105,0.15366123155945766,168,196
165.20000000000002,315,407,0.16157827098746136,0.17268410679089774,147,211
165.24,315,407,0.15443715049841966,0.17464761392820882,168,196
165.28,316,407,0.14550380327185575,0.14302245714627004,148,211
165.32,316,407,0.1490187905942829,0.10742549125007461,168,196
165.36,317,407,0.16264110312250357,0.1034760795556352,149,211
165.4,317,408,0.1761383765760134,0.10809741384459182,168,197
165.44,317,408,0.19049703032197562,0.1155632204503374,149,211
165.48,317,408,0.20270917995206839,0.12298423221644872,168,197
165.52,317,408,0.20222986349901007,0.12153586573493402,149,211
165.56,317,408,0.1893508388037929,0.11321149136952757,168,197
165.6,317,408,0.18131360494599003,0.09905632204503378,149,211
165.64000000000001,317,408,0.17217185926157474,0.09094099026458824,168,197
165.68,317,408,0.195026223472613,0.10005674013020371,149,211
165.72,317,408,0.21180924594491335,0.11144956101057157,168,197
165.76,317,408,0.21483102358375883,0.12517171355193213,149,211
165.8,317,408,0.21866555520822484,0.1399465448247028,168,197
165.84,318,409,0.20476537806953565,0.15163053216269484,150,212
165.88,319,409,0.19469973255531248,0.16558412470883355,169,197
165.92000000000002,319,409,0.18264735507623908,0.18207609150092574,150,212
165.96,319,409,0.17109513389600917,0.19342411754165922,169,197
166.0,319,409,0.16521135076933768,0.19322254076330403,150,212
166.04,319,409,0.15598624570178177,0.17910470047183902,169,197
166.08,319,409,0.15071376471814113,0.16998148479961772,150,212
166.12,319,409,0.14754610815879965,0.18607776384160546,169,197
166.16,319,410,0.15094994963703934,0.20697455653108765,150,213
166.20000000000002,319,410,0.15546524955715324,0.23995849011527204,169,197
166.24,319,410,0.16294675419401894,0.23141014155169326,150,213
166.28,319,410,0.16426661109374452,0.22257809233709613,169,197
166.32,319,410,0.16361362925914347,0.17886579466045516,150,213
166.36,319,410,0.15292278837136608,0.19467837305142444,169,197
166.4,319,410,0.14548991004133238,0.1780594875470346,150,213
166.44,319,410,0.1718106352679657,0.17610344621632923,169,197
166.48,319,410,0.18470355319370635,0.14099175774950723,150,213
166.52,319,410,0.201041992289257,0.14755420175595768,169,197
166.56,321,410,0.2116425271786322,0.13834886221107323,152,213
166.6,321,410,0.21899204612552536,0.11622021143164307,169,197
166.64000000000001,321,410,0.21223298947587788,0.09710774652093412,152,213
166.68,321,410,0.20170886735438154,0.09763781878994204,169,197
166.72,321,411,0.18957313049216773,0.10536492862688884,152,214
166.76,321,411,0.17679830502587612,0.11622021143164307,169,197
166.8,321,411,0.16384286756278,0.12824016006689365,152,214
166.84,321,411,0.1587371053454204,0.1175267275876486,169,197
166.88,321,411,0.15025528811086797,0.10022845368213584,152,214
166.92000000000002,321,411,0.13972421937410995,0.09556232455354474,169,197
166.96,321,411,0.13266645826820878,0.10352087439526969,152,214
167.0,321,411,0.12559480393178424,0.10994146807621097,169,197
167.04,321,411,0.13558403667812857,0.11245744490234721,152,214
167.08,321,411,0.13592442082595257,0.11964701666368038,169,197
167.12,321,411,0.14099544996700353,0.12761303231201104,152,214
167.16,321,411,0.13393074224584067,0.1360493937765036,169,197
167.20000000000002,321,411,0.1373623701851273,0.14369437974078725,152,214
167.24,322,411,0.15108888194227366,0.16014901749985067,170,197
167.28,322,411,0.16400958632906115,0.1733933584184435,152,214
167.32,322,412,0.15518043833142303,0.1858388580302216,170,198
167.36,322,412,0.16876107116807337,0.20365973839813656,152,214
167.4,322,412,0.18253620923205172,0.19243863106970072,170,198
167.44,322,413,0.19011496648258142,0.17495371199904441,152,215
167.48,322,413,0.190851307700323,0.16682344860538734,170,198
167.52,322,413,0.18498836441943667,0.16933195962491787,152,215
167.56,323,413,0.16905282900906538,0.15166786119572362,171,198
167.6,323,413,0.1526171372998506,0.13316012662008003,152,215
167.64000000000001,323,413,0.14257927824667427,0.10550677895239802,171,198
167.68,323,413,0.13322218748914594,0.10820193513707221,152,215
167.72,323,413,0.13050606092181583,0.11373409783192978,171,198
167.76,323,414,0.13165225243999856,0.12321567222122676,152,216
167.8,323,414,0.14409364037372785,0.1311742220629517,171,198
167.84,323,414,0.17674273210378244,0.11349519202054592,152,216
167.88,324,414,0.20905143968601303,0.09231469868004538,172,198
167.92000000000002,324,414,0.224410406029662,0.06428059487547033,152,216
167.96,324,414,0.23608766628460287,0.060988174162336484,172,198
168.0,324,414,0.24614636518356425,0.06251866451651433,152,216
168.04,324,414,0.24854294744885552,0.06429552648868186,172,198
168.08,324,414,0.241860303567087,0.06681896912142393,152,216
168.12,324,414,0.2342815463165573,0.07171653825479307,172,198
168.16,324,414,0.22038831579312979,0.07709191901092993,152,216
168.20000000000002,324,414,0.21794310722100652,0.08290031655020014,172,198
168.24,324,414,0.21802646660414715,0.09129934898166403,152,216
168.28,324,414,0.2159077489493244,0.09872036074777524,172,198
168.32,324,414,0.22238894098850337,0.10688795317446098,152,216
168.36,324,414,0.22127053593136747,0.1155109598040972,172,198
168.4,324,414,0.2160119481782502,0.12519411097174937,152,216
168.44,324,414,0.20056962245146048,0.1357955563519082,172,198
168.48,324,414,0.19315063735195026,0.1443513707220928,152,216
168.52,324,414,0.18688479038588446,0.1590739413486233,172,198
168.56,324,414,0.17515195720885002,0.17327390551275157,152,216
168.6,324,414,0.17551318120245907,0.18844442453562682,172,198
168.64000000000001,324,415,0.17144246465909485,0.20801976945589207,152,217
168.68,324,415,0.1630162203466361,0.22483276593203128,172,198
168.72,324,415,0.1562571636969886,0.2106253359612973,152,217
168.76,324,415,0.15149178562745302,0.18176999343009015,172,198
168.8,325,415,0.18839220589767636,0.1900943677954966,153,217
168.84,325,415,0.21807509291097915,0.21476139282088036,172,198
168.88,325,415,0.2583654614289188,0.19954607895837062,153,217
168.92000000000002,325,415,0.2601576881664409,0.18477124768559994,172,198
168.96,325,415,0.2591921086450627,0.15381801349817836,153,217
169.0,325,416,0.23819249070890214,0.163015887236457,172,199
169.04,325,416,0.21530339342155536,0.17481186167353524,153,217
169.08,325,416,0.20203535827168217,0.1944469330466464,172,199
169.12,325,416,0.18670417838907993,0.2018679448127576,153,217
169.16,325,416,0.17597165780973223,0.18871319357343364,172,199
169.20000000000002,326,416,0.17216491264631306,0.14812160305799438,154,217
169.24,326,416,0.167871904414574,0.13284656274263873,172,199
169.28,326,417,0.15870931888437356,0.13643014991339664,154,218
169.32,326,417,0.147365496161995,0.13912530609807083,172,199
169.36,326,417,0.14628182418116775,0.1175267275876486,154,218
169.4,326,417,0.15353409051439681,0.09960132592725313,172,199
169.44,326,417,0.16309957972977662,0.09959386012064742,154,218
169.48,326,417,0.16673960612691463,0.10273696470166638,172,199
169.52,326,417,0.1575283942898823,0.10800035835871713,154,218
169.56,326,417,0.1473238164704248,0.11259182942125068,172,199
169.6,326,417,0.13802924525025184,0.11933345278623908,154,218
169.64000000000001,326,418,0.1385294015490952,0.12777728005733735,172,200
169.68,326,418,0.15766037997985483,0.13883413964044677,154,218
169.72,327,418,0.170831162516064,0.15043600310577554,173,200
169.76,327,418,0.1842867562780035,0.16092546138684827,154,218
169.8,327,418,0.1832656038345316,0.1607388162217046,173,200
169.84,327,419,0.17587440519606823,0.1630681478826973,154,219
169.88,327,419,0.1675384668820118,0.1724004061398794,173,200
169.92000000000002,328,419,0.16616303706019242,0.18839962969599233,155,219
169.96,328,419,0.17380431384807749,0.1545123335125127,173,200
170.0,328,419,0.18728074745580214,0.11428656752075494,155,219
170.04,328,419,0.19476225209266784,0.0930986083736487,173,200
170.08,328,419,0.20071550137195648,0.09976557367257954,155,219
170.12,328,419,0.19290055920252858,0.1077315893209102,173,200
170.16,328,419,0.1826890347678094,0.11407752493579404,155,219
170.20000000000002,328,419,0.18860060435552772,0.12684405423161915,173,200
170.24,328,420,0.19144871661283036,0.1386474944753031,155,220
170.28,329,420,0.1804452780382758,0.1404094248342591,174,200
170.32,329,420,0.17085894897711096,0.11240518425610702,155,220
170.36,329,420,0.16216873328470705,0.0967344561906468,174,200
170.4,329,420,0.15258240422354208,0.10163202532401605,155,220
170.44,329,420,0.17050467159876348,0.10742549125007461,174,200
170.48,329,420,0.18298773922406308,0.11050886937824766,155,220
170.52,329,420,0.19509568962523016,0.11562294690318342,174,200
170.56,329,420,0.22272932513632737,0.12649316132114918,155,220
170.6,329,420,0.24099892327463446,0.13383951502120284,174,200
170.64000000000001,330,421,0.2526345038380049,0.1476661888550439,156,221
170.68,330,421,0.2590531763398284,0.16287403691094782,174,200
170.72,330,421,0.2525372512243409,0.18398733799199662,156,221
170.76,330,421,0.24564620888472088,0.16382219434987755,174,200
170.8,330,421,0.2266541627591956,0.1421190945469748,156,221
170.84,330,421,0.2196033482685561,0.122357104461566,174,200
170.88,331,421,0.21050328227571113,0.11448814429911003,157,221
170.92000000000002,331,421,0.2063908860407766,0.10209490533357224,174,200
170.96,331,421,0.19599180299399122,0.09491279937884489,157,221
171.0,331,421,0.1873015873015873,0.0991235143044854,174,200
171.04,331,421,0.18289743322566077,0.1059696589619542,157,221
171.08,331,421,0.191483449689139,0.11698172370542914,174,200
171.12,331,421,0.1916710083012052,0.1273890581138386,157,221
171.16,331,422,0.20343857455454828,0.14384369587290213,174,201
171.20000000000002,331,422,0.19212948490847837,0.15552021740428834,157,221
171.24,331,422,0.18238338369629403,0.14141730872603475,174,201
171.28,331,422,0.17711090271265328,0.12453711999044381,157,221
171.32,331,422,0.16747594734465632,0.10398375440482588,174,201
171.36,331,422,0.15994581640095862,0.10800035835871713,157,221
171.4,331,422,0.15545830294189156,0.11549602819088578,174,201
171.44,332,422,0.14726129693306933,0.11802693663023356,158,221
171.48,332,422,0.14526761835295754,0.12731440004778116,174,201
171.52,332,422,0.164912646313084,0.13294361822851342,158,221
171.56,332,423,0.16891389670383106,0.14662097593023948,174,202
171.6,333,423,0.1897815289500191,0.16372513886400286,159,221
171.64000000000001,333,423,0.17876419714494107,0.18400973541181387,174,202
171.68,333,423,0.17057413775138064,0.15413157737561967,159,221
171.72,333,423,0.16269667604459725,0.13805769575344917,174,202
171.76,333,424,0.1564099892327463,0.12061010571582154,159,222
171.8,333,424,0.1474766420061825,0.13030072269007942,174,202
171.84,333,424,0.13719565141884615,0.12169264767365462,159,222
171.88,333,424,0.13020040985030046,0.08642417726811202,174,202
171.92000000000002,333,424,0.12367753811955129,0.07904049453502959,159,222
171.96,333,424,0.11860650897850022,0.07969001970972944,174,202
172.0,333,424,0.11286165815706295,0.08131756554978198,159,222
172.04,333,424,0.10865200930846441,0.08417696947978259,174,202
172.08,334,424,0.10499808968080304,0.08799946246192436,160,222
172.12,334,424,0.12412906811156266,0.09213551932150754,174,202
172.16,334,425,0.13252752596297457,0.0981828226721615,160,223
172.20000000000002,334,425,0.12966552047514845,0.10550677895239802,174,202
172.24,334,425,0.1359661005175229,0.11603356626649941,160,223
172.28,334,425,0.12113507693376402,0.12673206713253304,174,202
172.32,334,425,0.14103712965857385,0.12478349160843338,160,223
172.36,334,425,0.16030704039456778,0.10169921758346767,174,202
172.4,335,425,0.17241499079573475,0.0825195604133071,161,223
172.44,335,425,0.18320308429717624,0.08658095920683273,174,202
172.48,335,425,0.1853148553367372,0.08929851281132417,161,223
172.52,335,425,0.1758882984265916,0.0955399271337275,174,202
172.56,335,425,0.16546837553402105,0.10028818013498175,161,223
172.6,335,425,0.1549512000277865,0.10615630412709787,174,202
172.64000000000001,335,425,0.14514952589350838,0.11294272233172076,161,223
172.68,335,425,0.1385849744711889,0.1186689959983277,174,202
172.72,335,425,0.13354867840644646,0.12332765932031298,161,223
172.76,335,426,0.13058942030495646,0.1330481395209938,174,203
172.8,335,426,0.13554235698655825,0.14482171653825482,161,223
172.84,335,426,0.14521204543086386,0.15883503553723943,174,203
172.88,335,426,0.15306866729186208,0.1384832467299767,161,223
172.92000000000002,335,426,0.16463478170261536,0.11754912500746584,174,203
172.96,335,426,0.18376576013337498,0.08596876306516155,161,223
173.0,335,426,0.18789899621409467,0.08846980827808637,174,203
173.04,335,426,0.20108367198082733,0.09406916323239567,161,223
173.08,335,426,0.20471675176270365,0.10178880726273665,174,203
173.12,335,426,0.19637386683338542,0.10873947321268584,161,223
173.16,336,426,0.18757945191205583,0.11822851340858864,175,203
173.20000000000002,336,427,0.18751693237470046,0.12664247745326407,161,224
173.24,336,427,0.18942030495640994,0.13732604670608617,175,203
173.28,336,427,0.18826022020770383,0.14960729857253774,161,224
173.32,336,427,0.19782570942308364,0.15581884966851822,175,203
173.36,336,427,0.21419193497968114,0.15120498118616732,161,224
173.4,336,427,0.24547254350317804,0.14401540942483426,175,203
173.44,337,427,0.2708068493626481,0.13113689302992293,162,224
173.48,337,427,0.29682192351776593,0.14136504807979455,175,203
173.52,337,427,0.2829564794553854,0.1485919488741564,162,224
173.56,337,427,0.2587614184988365,0.15400465866332202,175,203
173.6,337,428,0.2510784620193811,0.1649943259869796,162,225
173.64000000000001,337,428,0.2341773470876316,0.18001552887773997,175,203
173.68,337,428,0.23203084297176202,0.2074672997670668,162,225
173.72,337,428,0.21729707200166715,0.1884369587290211,175,203
173.76,337,428,0.21409468236601714,0.18001552887773997,162,225
173.8,337,428,0.20499461637317218,0.14977154631786416,175,203
173.84,337,428,0.19934007155013722,0.16427760855282802,162,225
173.88,337,429,0.18930915911222257,0.17703667204204743,175,204
173.92000000000002,337,430,0.17971588343579592,0.1925282207489697,162,226
173.96,338,430,0.17053245805981032,0.1856820760915009,176,204
174.0,339,430,0.1681567156403042,0.1720868422624381,163,226
174.04,339,430,0.18612760932235772,0.1773278384996715,176,204
174.08,339,430,0.2024035288805529,0.18634653287941227,163,226
174.12,339,430,0.22179847869125768,0.16902586155408228,176,204
174.16,340,430,0.21428224097808346,0.1541465089888312,164,226
174.20000000000002,340,430,0.20243131534159986,0.16096279041987693,176,204
174.24,340,430,0.19086520093084647,0.16783133249716298,164,226
174.28,340,430,0.18996214094682362,0.18759332258257178,176,204
174.32,340,431,0.198568997256087,0.20657886878098308,164,227
174.36,340,431,0.20451529992011397,0.24459475601744007,176,204
174.4,340,431,0.20552950574832418,0.25356118975094066,164,227
174.44,340,431,0.187503039144177,0.24697634832467297,176,204
174.48,341,431,0.19641554652495574,0.25076151227378607,165,227
174.52,341,431,0.21030183043312145,0.22532550916801053,176,204
174.56,341,431,0.2118300857906985,0.1755659081407155,165,227
174.6,341,431,0.21177451286860483,0.1169070656393717,176,204
174.64000000000001,341,431,0.2090653329165364,0.1132786836289793,165,227
174.68,341,431,0.20818311277829882,0.11600370304007646,176,204
174.72,341,431,0.19646417283178774,0.12517171355193213,165,227
174.76,341,431,0.18913549373067973,0.12871797168966137,176,204
174.8,341,432,0.20215345073113122,0.13810995639968937,165,228
174.84,341,432,0.21519224757736788,0.15195902765334768,176,204
174.88,341,432,0.2232433746656941,0.16368780983097408,165,228
174.92000000000002,341,433,0.23996387760063909,0.16279937884489037,176,205
174.96,341,433,0.2266541627591956,0.16216478528340206,165,228
175.0,341,433,0.21589385571880104,0.13285402854924444,176,205
175.04,342,433,0.2031329234830329,0.10999372872245117,166,228
175.08,342,433,0.19308811781459478,0.09394971032670374,176,205
175.12,342,433,0.1834253759855511,0.0870289076031775,166,228
175.16,343,433,0.190754055086659,0.08918652571223795,177,205
175.20000000000002,343,433,0.21001701920739124,0.09034372573612848,166,228
175.24,343,433,0.2272307318259178,0.09355402257659917,177,205
175.28,343,433,0.25585773331944006,0.09598040972346655,166,228
175.32,343,433,0.2662915494425341,0.10167682016365043,177,205
175.36,343,434,0.26518009100066,0.10733590157080575,166,229
175.4,343,434,0.25873363203778954,0.1131219016902586,177,205
175.44,343,434,0.244430551213921,0.10871707579286871,166,229
175.48,343,434,0.2420964884859852,0.10576061637699341,177,205
175.52,343,434,0.23398978847556529,0.08803679149495314,166,229
175.56,343,434,0.22734187767010527,0.09235949351967987,177,205
175.6,343,434,0.2186794484387482,0.0960028071432838,166,229
175.64000000000001,343,434,0.20953770275433292,0.09913098011109123,177,205
175.68,343,434,0.1996874023132229,0.10110941886161384,166,229
175.72,344,434,0.19034420478621794,0.10556650540524404,178,205
175.76,344,434,0.18109825987287698,0.11201696231260827,166,229
175.8,344,434,0.1726303358688479,0.11613808755897992,178,205
175.84,344,434,0.16935153346531906,0.12152093412172249,166,229
175.88,345,434,0.1671425098120941,0.13035298333631962,179,205
175.92000000000002,345,434,0.1842867562780035,0.14187272292898523,166,229
175.96,345,434,0.21137160918342535,0.1557516574090665,179,205
176.0,345,435,0.22536903893577853,0.17163889386609332,166,230
176.04,345,436,0.24788996561425447,0.18866839873379915,179,206
176.08,345,436,0.25401688027508595,0.2022860299826793,166,230
176.12,346,436,0.24566010211524436,0.18914621035656687,180,206
